URL,Title,Address,Description,Compensation,Employment_type
https://newyork.craigslist.org/mnh/egr/d/architects-full-time-and/6213247617.html,Architects - Full Time and Freelance,,"Small Boutique Architectural and Interiors firm in midtown NYC is seeking experienced Junior to Intermediate Architects for immediate in-house and remote freelance positions.
Candidates must possess a degree in Architecture and have a minimum of 3-5 years work experience to work directly with the principal on high-end custom home projects, as well as residential and commercial interiors projects. A stable employment history and strong background in residential architecture and/or residential or commercial interiors projects is desired.
The ideal candidate must have the ability and experience preparing NYC DOB filing set of construction drawings utilizing AutoCad 12/13 and be able to adapt to deadlines and schedules. 
Individual must be:
-Detail-oriented and able to work efficiently on multiple projects.
-Highly proficient in AutoCAD (3D a plus), SketchUp and MS Office Suite
-Knowledgeable of NYC DOB codes, zoning and filing process

Interested candidates should email a cover letter with portfolio, work samples of working drawings, resume, references and salary requirements.",Compensation Commensurate with Experience,employee's choice
https://newyork.craigslist.org/mnh/egr/d/project-designer-retail-design/6213275580.html,"Project Designer, Retail Design",New York,"Ware Malcomb is hiring a Project Designer, Retail Design in our New York City, NY office!

The Project Designer is a highly creative, ambitious and experienced Interior Designer who is interested in helping set the aesthetic standard on multiple projects and product types. This role works closely with Senior Designer in creating and coordinating projects across all east coast offices to support our corporate interiors projects.  The qualified candidate will have great communication skills, proven client relationship skills with experience designing multiple projects with little direction.

Project Designer qualifications:

-7+ years of experience working on retail design projects.
-Experience includes a full range of interior design services, including generating overall interior design concepts, formulating design presentation strategies and making presentations.
-Experience performing programming, space planning, furniture selection, layout, product pricing, design and selection of fabrics and finishes.
-Experience selecting interior materials, colors, and finishes through project-relevant research as relates to new trends, codes and product. Coordinate with overall project design in multiple media types, including panel boards.
-Successful track record developing ongoing client relationships and determine clients' project goals.
-Experience developing and documenting furniture selection and specifications and create FF&E budgets.
-Ability to interpret and incorporate abstract concepts into concise, accurate drawings and details.
-Must be very detail oriented with a good understanding of drawings and millwork. 
-Basic knowledge of building regulations and safety codes.
-Proficiency of AutoCAD, SketchUp, and Adobe Creative Suite required. 
-Knowledge of Revit preferred.
-Experience conducting site visits when needed to review construction progress and ensure project accuracy.
-Experience in construction administration tasks such as reviewing and processing submittals related to interiors.
-Experience working with project team in correctly documenting design.
-Experience with following projects from inception through construction in order to maintain design quality and intent.

Ware Malcomb is an international design firm offering integrated services throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/que/egr/d/engineers-team-leaders-bridge/6213249146.html,ENGINEERS - TEAM LEADERS - BRIDGE CONDITION INSPECTORS,METROPOLITAN AREA,"B & H Engineers is a multi-disciplined metropolitan engineering firm  (in Queens, NY) specializing in condition inspection of bridges and construction inspection on bridge and highway projects for public clients. If you tired of a desk job and like working outside on challenging, important, and interesting assignments, we have openings in:



BRIDGE INSPECTION TEAM LEADERS - New York or New Jersey Professional Engineers with experience in inspection of small bridges or long-span bridges.


We offer an excellent benefits package, a high quality work environment, and professional growth.


Please e-mail resume to vjd@bheng.com or fax to (718) 747-6873.",commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-design-project/6213277564.html,Interior Design Project Designer (NYCIPM1860),New York,"Ware Malcomb is hiring an Interior Design Project Designer in our New York City, NY office!

The Project Designer is a highly creative, ambitious and experienced Interior Designer who is interested in helping set the aesthetic standard on multiple projects and product types. This role works closely with Senior Designer in creating and coordinating projects across all east coast offices to support our corporate interiors projects.  The qualified candidate will have great communication skills, proven client relationship skills with experience designing multiple projects with little direction.

Project Designer qualifications:

-7+ years of experience working on corporate interior design projects.
-Experience includes a full range of interior design services, including generating overall interior design concepts, formulating design presentation strategies and making presentations.
-Experience performing programming, space planning, furniture selection, layout, product pricing, design and selection of fabrics and finishes.
-Experience selecting interior materials, colors, and finishes through project-relevant research as relates to new trends, codes and product. Coordinate with overall project design in multiple media types, including panel boards.
-Successful track record developing ongoing client relationships and determine clients' project goals.
-Experience developing and documenting furniture selection and specifications and create FF&E budgets.
-Ability to interpret and incorporate abstract concepts into concise, accurate drawings and details.
-Must be very detail oriented with a good understanding of drawings and millwork. 
-Basic knowledge of building regulations and safety codes.
-Proficiency of AutoCAD, SketchUp, and Adobe Creative Suite required. 
-Knowledge of Revit preferred.
-Experience conducting site visits when needed to review construction progress and ensure project accuracy.
-Experience in construction administration tasks such as reviewing and processing submittals related to interiors.
-Experience working with project team in correctly documenting design.
-Experience with following projects from inception through construction in order to maintain design quality and intent.

Ware Malcomb is an international design firm offering integrated services throughout the world.  Founded in 1972, Ware 
Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/mnh/egr/d/retail-design-project-manager/6213282716.html,Retail Design Project Manager,New York,"Ware Malcomb is hiring a Retail Design Project Manager in our New York City, NY office!

Project Managers manage the successful completion of multiple projects while providing excellent client service, leadership, and guidance to the project team.  You will function as the primary contact for all communications with the client, ensuring timely resolution of client concerns and management of business issues including contracts, fees and additional services. The qualified candidate will have great communication skills, proven client relationship skills with experience leading teams.

Retail Design Project Manager preferred qualifications:

-8+ years of experience working on retail and interior design projects with minimum 2 years prior retail project management experience.
-Must have a Bachelor's degree in architecture or interior design.
-Experience working directly with clients from business development, presentation, negotiation and project completion.
-Excellent communication skills. The Project Manager is able to listen to clients' needs and communicate needs and provide direction to consultants and staff both verbally and in writing while maintaining positive client relationships throughout project by keeping the client apprised of project progress on a regular basis.  Initiate and maintain contact with other key project individuals for clarification, coordination and negotiation of critical issues
-Experience managing the project schedule and deliverables by overseeing coordination and quality assurance of documents required to complete a project.
-Ability to effectively meet deadlines.
-Relevant experience in New York City with ADA, building codes and permits.
-Ability to manage multiple projects through all phases of design and construction.
-Ability to work in a team environment while taking responsibility for the outcome of the project.
-Proficiency of AutoCAD required. 
-Proficiency in Deltek Vision, MS Project, Newforma and Revit preferred.
-Licensure (NCIDQ or registered architect) preferred
-Experience preparing fee proposals and negotiate fess and assist with contract negotiation.

Ware Malcomb is an international design firm offering integrated services throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, branding, and civil engineering to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.
  

**Must be legally authorized to work in the United States**

Submit resume:",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/mnh/egr/d/architecture-project-manager/6213302196.html,Architecture Project Manager (NYCCPM1810),New York,"Ware Malcomb is hiring an Architecture Project Manager in our New York City office located in the Flatiron district.
  
Project Managers are responsible for the successful management of multiple architecture projects.

Project manager candidates must have:

-7+ years of experience managing commercial architecture projects 
-Excellent communication skills - able to listen to clients needs and communicate needs and direction to consultants and staff
-Ability to be a team player and work independently
-AutoCAD and Revit proficiency required
-Great attitude, ready to hit the ground running

Ware Malcomb is an international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/mnh/egr/d/hi-end-display-production/6213442200.html,Hi-End Display & Production Company Seeks Graphics Associate,Long Island City,"Hi-End Display & Production Company Seeks Graphics Associate to join our creative team.

Our company is looking for candidates who take direction well, are able to work independently as well as part of a team, problem solve, and work under the supervision of the Prepress Manager.

Responsibilities include:
- preflight customer files
- prepress files for production
- prepare proofs
- operate RIPs (Onyx, 
- operate large format printing & cut vinyl machines
- maintain large format printing equipment
- create layout, typesetting, graphic design
- convert images to vector art
- retouching & color correction
-able to laminate and mount 
-straight stitch sewing

Ideal candidate:
- 3+ years experience in printing industry
- expertise in Illustrator, Indesign, Photoshop and Acrobat
- knowledge of CMYK, RGB, and Spot colors
- AutoCaD & Rhino are a huge plus
- understanding of digital, and large format printing
- excellent eye for color
- maintains a positive working attitude
- strong written & verbal communication skills
- is detail-oriented and organized
- finds solutions when confronted with problems 
- excels at multi-tasking
- enjoys fast-paced environment
- works well under pressure
- is self-motivated
- is a team player

Must have a flexible schedule as hours may vary. Some late night and weekend work may be required. This is not a 9 to 5 job. 

Qualified applicants please respond with a copy of your resume. Otherwise you will not be considered for a position. Please be prepared to provide Professional References at the interview.

This is a full-time position. 
•	Principals only. Recruiters, please don't contact this job poster.",TBD,full-time
https://newyork.craigslist.org/jsy/egr/d/junior-architect-draftsperson/6213701010.html,Junior Architect / Draftsperson,Hoboken,"Small, growing Architecture office in Hoboken with a wide range of projects seeks a Junior Architect / Draftsperson with 2 or more years of post-Graduate experience in an Architecture office, to fulfill a full-time position. 

Qualified candidates should be proficient in AutoCAD (Architectural Desktop a plus), Sketch-up & Photoshop and should possess a good knowledge of Construction materials and processes.  Candidates should be motivated, eager, organized, reliable and must be able to work independently with some supervision. Must have good communication and presentation skills.

Responsibilities will include, but not be limited to, field measuring, site visits, production of preliminary design & construction documents, client correspondence and meetings, as well as typical office duties.  

Please attach a PDF with your resume and a small work sample, along with a brief cover letter including your desired salary requirements.  

Must be able to start immediately. 

Should you qualify, candidates will be contacted for an interview.",commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-design-project/6213294610.html,Interior Design Project Manager - Retail (NYCIPM1860),Flatiron,"Ware Malcomb is hiring an Interior Design Project Manager, Retail in our New York City office!

Project Managers manage the successful completion of multiple Interior Design projects while providing excellent client service and leadership and guidance to project team.

Interior Design Project Manager candidates must have:
•8+ years of experience working on corporate office and commercial interior design projects with a specific emphasis on retail projects.
•Must have a BA/BS in interior design or architecture.
•Certified Interior Designer / NCIDQ certified or licensed architect
•Knowledge of CAD and Revit
•Experience working directly with clients from business development, presentation, negotiation and project completion.

Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:",Based on experience; provide current or previous salary.,full-time
https://newyork.craigslist.org/mnh/egr/d/interior-design-job-captain/6213299332.html,Interior Design Job Captain (NYCIJC1860),Flatiron,"Ware Malcomb is hiring an Interior Design Job Captain in our New York City office. 
 
The Interior Design Job Captain assists the Project Manager or Architect in the management of multiple interior architecture projects.

Candidate must have:
-Bachelor's degree in Interior Design or Architecture
-3 years of work experience in commercial interior architecture
-Strong AutoCAD and/or Revit skill set
-Experience using Sketch Up, 3D Rendering and Adobe Creative Suite
-Strong organization, communication and problem solving skills
-Excellent presentation skills
-Basic knowledge of current building code, including ADA requirements

Ware Malcomb is an international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be legally authorized to work in the United States**

Submit resume:","Based on experience, provide current or previous salary.",full-time
https://newyork.craigslist.org/mnh/egr/d/project-architect-nyccpa1810/6213300867.html,Project Architect (NYCCPA1810),New York,"Ware Malcomb is hiring a Project Architect in our New York City office located in the Flatiron district.

Project Architect candidates must have

-5+ years of experience managing commercial and/or industrial architecture projects
-Ability to lead projects from beginning to completion
-Experience with budgets and proposals 
-Experience working directly with clients
-Excellent communication skills
-Ability to be a team player and work independently
-Good CAD and Revit skills 
-Great personality
-Licensed Architect

Ware Malcomb is an international design firm offering integrated services throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, branding, civil engineering, and sustainable design services to diverse clients.

Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.

**Must be able to legally work in the United States**

Submit resume:",Based on experience please provide current or previous salary,full-time
https://newyork.craigslist.org/brk/egr/d/assistant-chief-engineer/6213810105.html,Assistant Chief Engineer,,"Job Title:			Assistant Chief Engineer, Building 77
Employment Status:		Exempt
Department:			Property Management	
Reports To:			Chief Engineer

Summary

The Brooklyn Navy Yard (the Yard) is a mission-driven industrial park that is a nationally acclaimed model of the viability and positive impact of modern, urban industrial development. Now home to over 330 businesses employing seven thousand people, the Yard is in the midst of its largest expansion in generations that will increase employment to 16 thousand New Yorkers.

The Brooklyn Navy Yard Development Corporation (BNYDC) is the not-for-profit corporation that serves as the real estate developer and property manager of the Yard on behalf of its owner, The City of New York (the ""City"").  BNYDC constantly strives to provide an environment in which businesses and careers can take root and grow. 

BNYDC's mission is to fuel New York City's economic vitality by creating and preserving quality jobs, growing the City's modern industrial sector and its businesses, and connecting the local community with the economic opportunity and resources of the Yard.

Areas of Responsibility

Under the supervision of the Chief Engineer, the assistant participates in the development and execution of engineering projects. This may include design, implementation and testing. The assistant also provides statistical reports and data on engineering projects to carefully document the process, provide necessary invoicing, purchase needed materials and equipment. This can involve defining and developing policies and procedures for engineering projects being developed as well. 

•	Serves as key personnel in the building responsible for operating and maintaining all HVAC systems, associated equipment, and repairs
•	Consults with tenants, architects, engineers, and contractors regarding preliminary layout, construction procedures, code requirements, and equipment specifications that apply to tenant spaces and building projects
•	Conducts health and safety surveys of structures; establishes and implements ongoing preventative maintenance plans for the building and its systems, to include carpentry, electrical, heating, ventilation, plumbing, HVAC, and HVAC maintenance contracts
•	Maintains compliance with City, County and State ordinances and codes
•	Supports afterhours building needs and activities as required by responding to emergencies
•	In coordination with Chief Engineer, prepares operational procedures
•	Keeps abreast of new technologies, developments and efficiency protocols for building operations
•	Supervises, trains, and assists staff as necessary
•	Ensures facility walkthrough's for data gathering, photography of equipment, facility audits or assistance with inspections
•	Ensures that all work and operations are carried out in compliance with safety procedures, client safety requirements, company policy and procedures, as well as applicable regulations and industry standards.  This includes preparing pre-job safety analysis, job hazards analysis, and invoking Stop Work Authority when warranted; prepares reports on work performed
•	Interacts daily with the tenants to interpret their needs and requirements; and representing them in the field
•	Maintains, operates, and repairs all HVAC systems and associated equipment, electrical distribution equipment, plumbing systems, building interior/exterior repair, and related grounds
•	Completes work orders on facilities' mechanical, electrical and other installed systems and components
•	Performs inspections and repairs to assigned property interior and exterior areas, including walls and flooring, installed fixtures, roofing systems, lighting, etc.
•	Tests, inspects, and troubleshoots equipment installation, reporting problems to management
•	Monitors contractor performance and works closely with outside vendors and contractors to ensure work is completed according to specifications
•	Responds quickly to emergency situations, summoning additional assistance as needed.
•	Performs related work and other duties as assigned

Required Skills and Abilities

•	Strong project management, planning, and organizational skills
•	Excellent oral and written communication skills
•	Must be able to multi-task effectively and manage multiple deadlines
•	Intermediate to advanced computer skills, including knowledge of MS Office software, specifically Excel and Word
•	Ability to establish and maintain good working relationships with tenants, contractors, sub-contractors, clients, and employees
•	Ability to look for new ways to improve internal processes and workflow


Qualifications

•	Must have Building Automation Systems (BAS) experience; certification preferred.  Note:  BAS is also referred to as Building Management Systems (BMS), Energy Management Systems (EMS), Direct Digital Control (DDC) systems and Building Automation and Control Systems (BACS)
•	Ability to read blueprints required
•	Must be F58 certified (FSD) Fire Safety Director and a Fire Safety / F59 Emergency Action Plan Director Certificate of Fitness (FDNY) a plus
•	EPA 608 Technician Certification or Universal R-410A Technician Certification required
•	Refrigerating System Operating Engineer Certificate of Qualification (FDNY) required
•	Occupational Safety and Health Administration (OSHA) 10 Hour General Industry Course required; OSHA 30-hour or OSHA 511 Course a plus
•	2 + years' experience required
•	HS Diploma / GED preferred
•	Familiarity with AutoCAD, knowledge of building process, knowledge of structural code requirements
•	Structural, mechanical, manufacturing engineering background a plus
•	Category 7G Cooling Tower Water Treatment License (DEC) a plus
•	Sprinkler S-12 Certificate of Fitness (FDNY) a plus
•	Standpipe S-13 Certificate of Fitness (FDNY)  a plus
•	Air Compressor Certificate of Fitness A-35 (FDNY) a plus


Interested applicants should submit a resume and cover letter as an attachment to HROperations@ bnydc.org

BNYDC is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/opportunities-in-engineering/6214400561.html,Opportunities in Engineering and IT for Immigrant Professionals,East Village,"Career Opportunities in Technology and Engineering industries for Immigrant Professionals 

The Cooper Union Retraining Program for Immigrant Engineers at CAMBA assists highly skilled immigrant professionals who are underemployed or unemployed gain access to higher paying jobs through training and job placement assistance. The program includes courses in information technology and chemical, mechanical, electrical and civil engineering. Courses are scheduled around the needs of working professionals and offered evenings and weekends. 
Since its inception in 1987, the Retraining Program for Immigrant Engineers has taught over 4,500 students and helped place more than 60% of them in jobs.

Courses: The program offers introductory and advanced courses designed to bring participants' engineering, computer programming, and business skills up-to-date. 

Classes include:

Green Building Guidelines & Environmental Safety
Building Operation, Maintenance & Safety Regulation
Heating, Ventilation, Air-Condition and Safety Regulation (HVAC)
National Electrical Code (NEC) and Its Applications
AISC Structural Steel Design
ACI Structural Concrete Design
Introduction to AutoCad for Engineers
Advanced AutoCad and Revit
Building Cost Estimating and Bridge, Highway, Railroad Engineering
OSHA 30 for Construction 
Linux (Unix) Administration
Data Architecture Principles, Data Structure and SQL
Java Programming
Microsoft .Net and C#
Software Quality Assurance - Manual and Automated Testing
Android Software Development

To be considered for the program applicants must:
•	Be work authorized the U.S.
•	Have educational credentials and professional experience in the field of engineering, chemistry, information technology, or a related field, such as 
•	Demonstrate a financial need

Please, see our web site www.cooper.edu/immigrant-retraining  for more information and application instructions. All services are free.",This is a free training and job placement program,full-time
https://newyork.craigslist.org/mnh/egr/d/project-architect-corporate/6214508982.html,Project Architect | Corporate Interiors,Midtown,"Project Architect | Corporate Interiors | Workplace Interiors | Corporate Offices 

Small, established, thriving NYC architecture and design firm with a focus upon medium scale corporate interiors projects. 

Are you a Project Architect with corporate interiors project experience that enjoys a small office where you can be hands-on through the design and construction documents process?  

If so, please submit your PDF resume plus work samples today for immediate consideration

Requirements include: 5+ years of professional experience in NY architecture or design firms. Bachelor of Architecture or Master of Architecture. 
AutoCAD construction documents experience for NYC corporate interiors projects.",100K,full-time
https://newyork.craigslist.org/mnh/egr/d/freelance-drafter-project/6214518256.html,Freelance Drafter / Project Architect,,"Small Architecture and Design firm is looking for a Freelance position Drafter and Project Architect. The position offered is on a contract basis working from home but the candidate must be able to meet in our office and attend site meetings as required.  

Responsibilities include: 
- Site surveying
- Preparation of existing condition drawings.
- Preparation of schematic design drawings.
- Preparation of sketch-up 3D models.
- Preparation of construction and filing drawings with some knowledge of building codes.

Ideal candidates will meet the following requirements:
- Minimum 3-4 years construction/engineering work experience managing projects from implementation to closure.
- Excellent problem solver and independent thinker with good listening skills and strong follow-through.
- Strong skills in the production of construction drawings.
- Strong verbal and graphic communication, organizational and collaborative skills.
- Ability to work independently and in a team environment.",depends on experience,contract
https://newyork.craigslist.org/que/egr/d/engineers-architects-to/6214555756.html,Engineers & Architects To Perform Home Inspections,"Queens, Brooklyn, Nassau & Suffolk","Engineers & Architects with NYS Home Inspector License to perform home inspections in Brooklyn, Queens, Nassau & Suffolk for one of New York's oldest home inspection companies. Knowledge of 3D report writing system a plus. Please respond with email and/or phone number so that we can contact you.",TBD,part-time
https://newyork.craigslist.org/mnh/egr/d/interior-designer-corporate/6214577110.html,Interior Designer | Corporate Interiors,Midtown,"Interior Designer | Corporate Interiors | Workplace Interiors | Corporate Offices

Are you an Interior Designer with corporate interiors project experience that enjoys a small office where you can be hands-on through the design, construction documents and installation process?

If so, please submit your PDF resume plus work samples today for immediate consideration.

Requirements include:

5+ years of professional experience in NY architecture or design firms.

BFA Interior Design or higher from an Accredited University.

AutoCAD construction documents / construction drawings experience for NYC corporate interiors projects.

Job Type: Full-time

Salary: $90,000.00 /year",90K,full-time
https://newyork.craigslist.org/wch/egr/d/junior-intermediate-architect/6214719299.html,Junior-Intermediate Architect,Dobbs Ferry,"Steven Secon Architect offering part time position of approx  25-45 hours per week in funky industrial building with varied projects. MUST be proficient in autocad, sketchup, field measuring and have car. 3 year min. experience. MUST have Bachelor of Architecture degree minimum. Sense of humor and ability to juggle several projects is essential.  Flexible schedule. Please send resume/samples. 30 minute cad proficiency test given at interview.",$28-37 per hour depending on experience,part-time
https://newyork.craigslist.org/que/egr/d/concrete-inspector-aci1-and/6214924204.html,Concrete Inspector (ACI1 and ACI2),Queens,"AEIS is a premier engineering inspection services and construction materials testing company in NY Metro Area. We need inspectors for a five-year project in Queens, NY.

AEIS is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, disability, veteran status or another protected category. E-verify and federal drug-free work place compliant.

JOB FUNCTIONS include, but are not limited to:

Perform Field Observations and Materials Sampling/Testing during Construction of Buildings, Bridges and Roadways.
Cast Field Samples of Concrete, Masonry, Grout, etc. for strength verification.
Perform Concrete Construction Special Inspections (CCSI) for Concrete placement, Rebar, formwork, temperature monitoring, formwork removal (verify for honeycombing), Anchor pull tests.
Perform testing on construction materials including, Soils, Reinforcing Steel, Concrete, Masonry, Structural Steel, Fireproofing, Metal Decking, Roofing and Paving.
Write Daily Field Reports documenting work performed by the various contractors and indicating compliance/non-compliance with contract documents.
Provide Daily Phone Calls to Department Manager to inform of Daily progress of the project.
Pick-up construction material samples and deliver to laboratory, deliver equipment to site technicians.
POSITION REQUIREMENTS:

Work Environment: When hired as a field technician at AEIS you will work on active construction sites and perhaps in a soils/concrete testing laboratory. You will get dirty and be exposed to outside weather conditions. We will supply the equipment you need and provide training.

PHYSICAL REQUIREMENTS: This position requires long term standing and perhaps repetitive motions. You must have the ability to use your hands to handle, finger or feel; reach, climb or balance; crouch, stoop, crawl, kneel and sit. You must have the ability to see and smell; including close, distance and peripheral vision, depth vision and ability to focus. You may be required to drive hundreds of miles per day. Lifting -- You will regularly lift/move/shake up to 40 pounds; frequently lift and/or move up to 60-80 pounds; and occasionally move more than 100 pounds [such as a loaded wheelbarrow of concrete samples].

QUALIFICATIONS:

A minimum of a high school diploma or GED equivalent required. BSCE graduates with EIT's will be considered.
1-10 years of experience.
Basic math skills.
Strong oral and written communication skills; ability to communicate in English.Ability to read maps, follow directions, and interpret engineering and construction plans.
Technician Certification [minimum] - We need both ACI1 and ACI2/ CCSI/ ICC Certified Inspectors. Multiple positions available. Additional certifications in Radiation safety for nuclear density gauge, ICC Soil certification are desired. All three certifications are required within 90 days of hire.

Notes: Please indicate your compensation expectations when applying to this posting. Some weekend and overtime work may be required with this position.

BENEFITS: We offer a comprehensive benefits package. We are seeking local candidates who can utilize public transportation to reach the project site.

This recruitment is for a longer term project (more than 1 year). We encourage local candidates to apply and to use public transportation to commute to the project.

AEIS is committed to providing a diverse, drug-free work place and believes our employees are our greatest asset. We respect hard work and honesty in our employees. We provide ample industry related training, comprehensive benefits and a broad range of career opportunities. Pre-employment drug screening may be carried out; random and post-incidence drug screening is also undertaken.Candidates with exceptional education and qualifications may be considered for visa sponsorship.

YOUR FUTURE AT AEIS AWAITS!! Our greatest asset is our people. This includes people like you! We are actively seeking motivated individuals to work on a wide range of exciting and challenging projects. Apply today and join the AEIS family!

Job Type: Full-time

Required education:

High school or equivalent
Required experience:

Concrete Testing: 1 year
Required language:

English
Required license or certification:

ACI 1 and/ or ACI-CCSI",to be determined,full-time
https://newyork.craigslist.org/que/egr/d/mep-engineer-part-time/6215077520.html,MEP Engineer- Part Time,,"This firm is involved with the design of HVAC, Plumbing, Sprinkler, Electrical, and Fire Alarm systems for various building types including residential, commercial, and restaurants. Candidate should be knowledgeable in AutoCad and basic principles of electrical and HVAC. On the job training is provided. EIT preferred but not required. 

Job responsibilities will include:
1.	Field surveys at job sites to take measurements as well as to perform inspections to verify installation is in accordance with construction documents. Candidate should have a car for travel to any of the 5 boroughs of NYC.
2.	Design work and drafting for Plumbing, HVAC, and Fire Protection.
3.	Some office administrative work such as printing and mailing.
Please respond if you have the qualifications stated for this position along with a resume and college transcript. Only local NYC candidates will be considered",Commensurate with experience,part-time
https://newyork.craigslist.org/que/egr/d/expeditor-class-1-2/6220814708.html,expeditor class 1-2,queens,"class 1 dob filing rep with fdny filing id  needed.   class 2 dob expeditor needed for expediting company. work hrs 830 to 5pm mon to fri . we work all boroughs ,dob,ecb,landmarks and other agencies for architectural services .send resume to amexpeditingservice123@gmail.com",based on experience,full-time
https://newyork.craigslist.org/que/egr/d/drafter/6220897226.html,drafter,,"EXPERIENCED DRAFTER NEEDED. KNOWLEDGE OF DOB CODES, ZONING  AND NYC DOB FILING PROCESS IS A MUST.  QUEENS LOCATION 830AM TO 5PM MON THRU FRIDAY .SALARY BASED ON EXPERIENCE .IF YOU DO NOT MEET THE REQUIREMENTS DO NOT APPLY.  SEND YOUR RESUME AND CONTACT INFO .",BASED ON EXPERIENCE,full-time
https://newyork.craigslist.org/mnh/egr/d/project-manager-for-high-end/6219416234.html,PROJECT MANAGER FOR HIGH END RESIDENTIAL CONSTRUCTION COMPANY,Midtown East,"High End Residential General Contractor seeing qualified Project Manager. 
Job Qualifications and Benefits are listed below. 

Project Manager Job Requirements 
•	Thorough understanding of construction practices including safety and liability precautions
•	Ability to read and interpret drawings 
•	Ability to outline scopes of work by trade either from drawings or site visits
•	Ability to supervise and schedule tradespeople and subs
•	Ability to interact with building supers, architects, interior designers and clients
•	Preparation of contract documents and subcontractor agreements
•	Ability to prepare estimates, invoices and POs, bill clients (Quickbooks) and manage project budget
•	Prepare submittals and order fixtures, hardware and other finish items 
•	Ability to manage client expectations and interact with designers and building supers
•	Speaks English fluently and good hygiene with professional attire 
Benefits
•	2 weeks paid vacation plus closed the week between Christmas and New Years
•	80/20 Health Insurance 
•	Competitive salary
•	Monthly Metrocard
•	Central office in East Midtown Manhattan
•	Retirement/Investment plan after a certain amount of time 
•	In house design team and access to designer resources
•	Access to exclusive properties and high net worth clients",Salary commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/hvac-design-engineer/6219468200.html,HVAC DESIGN ENGINEER,Midtown,"HVAC DESIGN ENGINEER WITH BSME and 10-30 + years
experience in healthcare, residential or commercial projects.
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718-449-5745
EMAIL: HANK11214@HOTMAIL.COM","$100,000- 130,000",full-time
https://newyork.craigslist.org/mnh/egr/d/project-engineer/6219470538.html,PROJECT ENGINEER,Midtown,"PROJECT ENGINEER WITH BSEE and 10 + years experience
in healthcare, residential or commercial projects.
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718- 449-5745
EMAIL: HANK11214@HOTMAIL.COM","$110,000- 130,000",full-time
